destination,username,stars,original_text,cleanliness_sentiment,cleanliness_confidence,accessibility_sentiment,accessibility_confidence,scenery_sentiment,scenery_confidence,atmosphere_sentiment,atmosphere_confidence,food_sentiment,food_confidence,crowd_sentiment,crowd_confidence,photo_spot_sentiment,photo_spot_confidence,historical_value_sentiment,historical_value_confidence,facilities_sentiment,facilities_confidence,price_sentiment,price_confidence,service_sentiment,service_confidence,safety_sentiment,safety_confidence,aspects_detected,aspect_sentiments,num_aspects
Studio Alam Gamplong,DeviKS,4,"Hari sabtu kami ke sini. Studio yg luas..tiket bisa milih mau yg mana. Per tiket harganya Rp 10rb,parkir mobil Rp 5rb, panas banget, yg di studio antique agak tak sesuai harapan..tnyata kayak tempat loak gt menurutku😉",,,positive,0.965,,,,,,,,,,,,,positive,0.965,positive,0.754,,,,,"facilities, price, accessibility",facilities:positive; price:positive; accessibility:positive,3
Studio Alam Gamplong,Lisa Aryanti,5,"Spot foto yang bagus, bersih, Tiket masuk juga murah banget Kalau mau masuk di lokasi syutingnya bumi manusia cuma 10k spot nya gemes, cuma kalau masuk sendiri ga bawa rombongan bikin mrinding dikit sih ya tp bagus 😭👐👐",negative,0.996,negative,0.996,negative,0.996,,,,,,,negative,0.993,,,,,negative,0.995,,,,,"cleanliness, price, accessibility, scenery, photo_spot",cleanliness:negative; price:negative; accessibility:negative; scenery:negative; photo_spot:negative,5
Studio Alam Gamplong,rani aulia imran,5,Saat masuk ada loket pembelian tiket untuk masuk ke masing-masing area yang tersedia. Cocok untuk tempat foto-foto karena setiap lokasi punya keunikan. Tersedia booth kecil untuk istirahat dan beli minuman.,,,neutral,0.647,,,,,negative,0.547,,,negative,0.551,,,,,neutral,0.897,,,,,"price, accessibility, food, photo_spot",price:neutral; accessibility:neutral; food:negative; photo_spot:negative,4
Studio Alam Gamplong,Dimas Panji Anugroho,5,Tiket masuk seiklasnya. Masuk area shooting 10.000 per area Total ada 5 area Bisa naik kereta Ada warung makan di dalamnya Parkir seiklhasnya,,,,,,,,,neutral,0.684,,,,,,,neutral,0.683,neutral,0.925,,,,,"facilities, price, food",facilities:neutral; price:neutral; food:neutral,3
Studio Alam Gamplong,Veronica Bagoes,5,"Bagus banget, HTM sukarela, ada beberapa wahana seperti rumah hantu, rumah habibi dan Ainun, dan masih banyak lagi. Banyak spot foto yang instagramable, tidak nyesel jauh-jauh dari Jatim main kesini 👍👍",,,positive,0.841,negative,0.748,,,,,,,positive,0.869,,,,,negative,0.651,,,,,"price, accessibility, scenery, photo_spot",price:negative; accessibility:positive; scenery:negative; photo_spot:positive,4
Studio Alam Gamplong,Fakhrina FM,5,"berkunjung ke Studio Alam Gamplong yang terletak di Sleman, Yogyakarta, dan tempat ini benar-benar menarik untuk dikunjungi, terutama bagi pecinta film dan fotografi. Begitu masuk, suasananya langsung seperti sedang berada di lokasi syuting zaman dulu. Banyak bangunan bergaya kolonial dan tempo dulu yang dibuat dengan detail dan realistis, karena memang digunakan untuk berbagai produksi film Indonesia terkenal. Setiap sudutnya terasa estetik dan cocok dijadikan spot foto. Ada area bergaya Beland",,,negative,0.974,negative,0.976,negative,0.993,negative,0.996,negative,0.992,negative,0.994,negative,0.977,negative,0.995,negative,0.986,negative,0.993,,,"facilities, price, service, accessibility, scenery, atmosphere, food, crowd, photo_spot, historical_value",facilities:negative; price:negative; service:negative; accessibility:negative; scenery:negative; atmosphere:negative; food:negative; crowd:negative; photo_spot:negative; historical_value:negative,10
Studio Alam Gamplong,Ari Shumirat,5,"Worth it (walaupun jauh dari pusat kota jogja+siang panas bgt), tiap sudut bener2 estetik dan berasa masuk ke film",,,negative,0.994,,,,,,,,,negative,0.994,,,,,negative,0.994,,,,,"price, accessibility, photo_spot",price:negative; accessibility:negative; photo_spot:negative,3
Studio Alam Gamplong,Dayat Solikin,5,"Tempatnya aestetik, bagus untuk foto, lokasi melewati area persawahan. Sekitar 35 menit dari Malioboro (naik motor).",,,negative,0.991,negative,0.991,,,,,,,negative,0.991,,,,,,,,,,,"accessibility, scenery, photo_spot",accessibility:negative; scenery:negative; photo_spot:negative,3
Studio Alam Gamplong,fikrotul Haq Qurrota A'yun,5,"Masuk nya ga pake tiket, tapi cukup bayar sukarela aja. But, ada beberapa area yg masuknya tetep mesti beli karcis dulu dengan harga 10k. Beberapa area cukup ikonik karena pernah di pakai syuting film film. Vibes nya khas banget di tiap tempat, seakan kita bisa ngerasain suasa asli dari desain tempat/spot spot tersebut.",,,,,,,,,,,,,neutral,0.574,,,,,neutral,0.512,,,,,"price, photo_spot",price:neutral; photo_spot:neutral,2
Studio Alam Gamplong,Yanuar Chut,5,"Masuknya bayar seikhlas ya, sewajarnya. Tempatnya bersih, banyak spot foto menarik. Lokasinya juga dekat dari pusat kota, hanya 19 menit. Sore hari / pagi hari waktu paling pas buat kesini.",negative,0.997,negative,0.997,,,,,,,,,negative,0.996,,,,,negative,0.997,,,,,"cleanliness, price, accessibility, photo_spot",cleanliness:negative; price:negative; accessibility:negative; photo_spot:negative,4
Studio Alam Gamplong,Mrs. Silvi Ubaidillah,5,"Spot photonya buanyaaaakkkk syekaliii, yg suka photo2, kalap deh pastinya 😁 Tiketny seikhlasnya ya,,,, Tapi klo mau nyoba ala2 naik trem, ada tiket lg ya,,, Pokoknya kerem bgt....",,,,,,,,,,,,,negative,0.997,,,,,negative,0.996,,,,,"price, photo_spot",price:negative; photo_spot:negative,2
Studio Alam Gamplong,SHAzidan,4,"Pertama kali kesini bingung arah masuk dan parkir dimana, karena gak ada petunjuk arah yg bener, liat dimaps juga cuma sampai titik didepan. Karcis masuk sukarela, tp buat masuk2 gedungnya harus bayar didepan, Seru tp panas bgt, yang suka foto2 pasti suka, Aesthetic, barang2 kuno, Naik kereta bisa 2kali jd waktu berangkat dan pulangnya agar tidak terlalu capek dan panas",,,positive,0.684,,,,,,,,,,,positive,0.853,positive,0.748,negative,0.56,,,,,"facilities, price, accessibility, historical_value",facilities:positive; price:negative; accessibility:positive; historical_value:positive,4
Studio Alam Gamplong,Dewi Puspita,5,"Keren banget, studio film yang real, bagus untuk foto², pilih tiket terusan 50 rb per org, supaya bisa masuk ke dalam bangunan / rumah²nya & naik train jadulnya.",,,,,negative,0.942,,,,,,,,,,,,,negative,0.665,,,,,"price, scenery",price:negative; scenery:negative,2
Studio Alam Gamplong,Qiyaaa_,5,"tempatnya bagus, nyaman, aesthetic, instagramable, cocok buat foto-foto sama doi❤‍🔥 parkir dan masuknya suka rela bayar sepantasnya☺ ada tiket masing-masing wahana atau tempat✨📸",,,,,negative,0.998,negative,0.998,,,,,negative,0.998,,,negative,0.998,negative,0.997,,,,,"facilities, price, scenery, atmosphere, photo_spot",facilities:negative; price:negative; scenery:negative; atmosphere:negative; photo_spot:negative,5
Studio Alam Gamplong,Eka Permana,5,Tempat wisata di Jogja yg menyajikan berbagai spot foto dengan suasana unik ala² tempo doeloe 👌🏻,,,,,,,neutral,0.808,,,,,neutral,0.686,,,,,,,,,,,"atmosphere, photo_spot",atmosphere:neutral; photo_spot:neutral,2
Studio Alam Gamplong,yusrin nasrillah,5,Seru banget di sini banyak spot foto aestetik. Fasilitas musholah bersih tempat beli snack dan makanan banyak yang self service tapi kebersihan bagus banget. Over all tempat ini bersih banget tempatnya. Petugas di setiap point ramah banget sampai nawarkan untuk bantu foto juga. Sangat rekomendasi dikunjungi pas liburan di jogja.,negative,0.991,,,negative,0.996,,,negative,0.995,,,negative,0.996,,,negative,0.994,,,negative,0.986,,,"cleanliness, facilities, service, scenery, food, photo_spot",cleanliness:negative; facilities:negative; service:negative; scenery:negative; food:negative; photo_spot:negative,6
Studio Alam Gamplong,Azizah Mifta,5,"One of my favorite place, 2x berkunjung banyak perubahan, tempatnya memang panas krn outdoor, ada beberapa ruangan sejarah spt rumah habibie dan ainun, vibesnya msh kaya jaman Belanda. Tempatnya fotogenic, very reccomend",,,,,,,,,,,,,,,negative,0.982,,,,,,,,,historical_value,historical_value:negative,1
Studio Alam Gamplong,Alicia MD,5,"Buat yang suka film, tempat ini cocok sekali. Tempat ini aslinya merupakan tempat syuting film yang dimiliki oleh sutradara pak Hanung. Ada berbagai film yang pernah disyuting di tempat ini. Saya sendiri kesini soalnya pengen lihat tempat syutingnya film Bumi Manusia. Selain Bumi Manusia, film Habibie Ainun juga disyuting di tempat ini. Untuk harga masuk tempatnya 50 ribu tapi ada 5 wahana di dalam dan per wahana bayar 10 ribu. Kalau beli 5 tiket wahana langsung jadinya 45 ribu. Tempatnya juga c",,,,,,,,,,,,,,,,,,,negative,0.961,,,,,price,price:negative,1
Studio Alam Gamplong,Seserahan Pengantin Que,5,Gamplong studio alam menawarkan suasana wisata alam buatan yang berbeda dari wisata lainnya yang ada di sekitaran yogyakarta Banyak spot spot foto yang menarik dan indah untuk didokumentasikan karena ide ide yang kreatif dari pembuatan studio ini sangat detail dalam prosesnya Jangan sampai tidak mengunjungi tempat ini bagi kalian yang sedang berada di sekitaran yogyakarta,,,,,negative,0.963,negative,0.99,,,,,negative,0.951,,,,,,,,,,,"scenery, atmosphere, photo_spot",scenery:negative; atmosphere:negative; photo_spot:negative,3
Studio Alam Gamplong,Hen SurDar,5,"HTM seikhlasnya sewajarnya masukin ke kotak, utk masuk ke wahana2 masing2 satuan 10rb kalau ambil semua ada 5 itu jadi 45rb, utk parkir mobil kecil 5rb. 20des25.",,,neutral,0.984,,,,,,,,,,,,,neutral,0.984,neutral,0.865,,,,,"facilities, price, accessibility",facilities:neutral; price:neutral; accessibility:neutral,3
Studio Alam Gamplong,Bunda Kinara,5,"Kami sampai lokasi jam 16.30. Jam 17.00 tutup alhamdulillah masih punya 30 menit explore. Lumayan jauh dr Yogya kota. Sekitar 1 jam. Tiket masuk cuma 10K, kalo mau wahana2 khusus ada bayar lagi. Keren sekali bisa liat settingan di film2 yg biasa kutonton di netflix di studio ini.",,,negative,0.991,,,,,,,,,,,,,,,negative,0.992,,,,,"price, accessibility",price:negative; accessibility:negative,2
Studio Alam Gamplong,Novan Prasetyo,5,"Tempatnya menarik, bagus untuk wisata semua umur, bangunannya mengingatkan jama waktu kecil saya",,,,,negative,0.996,,,,,,,,,,,,,,,,,,,scenery,scenery:negative,1
Studio Alam Gamplong,oktaviana fabiola,5,Area syuting milik sutradara Indonesia dan juga di jadikan tempat wisata sekitar. Tidak terlalu besar namun kalau penasaran dan pengen foto-foto dengan back ground jaman dulu boleh datang.,,,,,,,,,,,,,negative,0.778,,,,,,,,,,,photo_spot,photo_spot:negative,1
Studio Alam Gamplong,putri kurnia,4,"Cocok banget buat foto foto dan yang suka film bisa datang kesini karena ini tempat set film yg dijadikan tempat wisata. Kurang paham sama konsep tiketnya, pas nyari tau tiketnya sih seikhlasnya tapi pas disana ditanya berapa orang malah langsung dipatok harganya. Mau ke setnya bumi manusia juga bayar lagi, tipikal wisata di indo ya. Semoga lebih diperbaiki lagi aja sih masalah tiket ini karena merasa dibohongi padahal bilangnya seikhlasnya.",,,,,,,,,,,,,negative,0.994,,,,,positive,0.927,,,,,"price, photo_spot",price:positive; photo_spot:negative,2
Studio Alam Gamplong,Nasywa Nursiffa Zahrani,5,"panassss buangeddddddddddd di sana, mungkin jam buka bisa jam 8 an krna jam 9 udh panas banget😬 kakak kakakny ramah …",,,,,,,,,,,,,,,,,,,,,positive,0.99,,,service,service:positive,1
Studio Alam Gamplong,Sulistianingsih Sanyoto,5,"Jika ingin mengunjungi temlat setting film Indonesia yg bagus2, disini tempatnya Mungkin kawasan nya bisa diperluas lagi",,,,,,,,,,,,,,,,,,,,,,,,,,,0
Studio Alam Gamplong,AYUNDHA NURHAYATI,5,"Udah 2x kesana.. pas di rumah angeline bagus banget.. dan cocok dijadiin tempat"" foto.. untuk dusun trinil kalian wajib cobain deh sampai di stage selanjutnya.. serem banget woiii.. untuk biaya masuk seikhlasnya, nanti ada tambahan tiket per lokasi tempatnya 10k.. kalau ambil semua cuma 45k.. disini ak cm ambil 2 tiket saja.. karena udah bener"" capek poll... 🥵🥵 aku kemarin weekend ngga lumayan ramai sih, utk parkir luas... dan bayar seikhlasnya",,,negative,0.993,negative,0.996,negative,0.984,,,negative,0.984,negative,0.993,,,negative,0.993,negative,0.986,,,,,"facilities, price, accessibility, scenery, atmosphere, crowd, photo_spot",facilities:negative; price:negative; accessibility:negative; scenery:negative; atmosphere:negative; crowd:negative; photo_spot:negative,7
Studio Alam Gamplong,Syifa Nabilah,5,"Wort it untuk dikunjungi tp mending pagi²yaa biar ngga panas, tmpt nyaa aesthetic",,,,,,,,,,,,,,,,,,,,,,,,,,,0
Studio Alam Gamplong,Diary Akira Official,4,"Kalo kesini jangan lupa bawa sunblock sunscreen, topi payung dll, karna dsni panasnya luar biasa. Tapi disini memang bagus untuk foto foto.",,,,,negative,0.986,,,,,,,negative,0.996,,,,,,,,,,,"scenery, photo_spot",scenery:negative; photo_spot:negative,2
Studio Alam Gamplong,Kusuma Wardani,4,"Wahana yang worth itu naik kereta dan rumah hantu aja. Tapi kalau kalian kepo sama rumah rumah settingan film atau properti film bisa cobain semua wahana yang ditawarkan. Tempatnya luas tapi rumah-rumahnya agak-agak kurang kerawat. Entah emang sengaja atau gimana. Kami sempat kehujanan dan makan di warung depan studio. Ayam gorengnya enak, berasa asin sampai ke dalam. Tempe mendoannya panas karena baru digoreng. Worth to buy banget buat menghangatkan badan.",,,,,,,,,negative,0.998,,,,,,,,,negative,0.997,,,,,"price, food",price:negative; food:negative,2
Studio Alam Gamplong,Nophietha,5,"Salah satu tempat wisata yang bikin betah buat foto selfie, banyak sekali spot2 cantik untuk selfie Tempat parkir luas cuma bayar 5ribu Tiket masuk bayar sukarela, namun ada beberapa spot berbayar dan naik trem bayar 10ribu",,,,,negative,0.993,,,,,,,negative,0.992,,,negative,0.993,negative,0.991,,,,,"facilities, price, scenery, photo_spot",facilities:negative; price:negative; scenery:negative; photo_spot:negative,4
Museum Ullen Sentalu,nova mellysa,5,"Awalnya underestimate untuk harga museum di jogja ini termasuk lumayan merogoh kocek, tapi iseng buat datang karena sepenasaran itu Akses menuju jalannya bagus ya jalan ke daerah kaliurang dengan cukup bayar retribusi masuk 12ribu untuk motor 2 orang. Lalu masuk ke museum sendiri ada parkir 2rb untuk motor. Plang parkir jelas, luas ada parkir untuk bus juga. Suasananya adem banget rindang banyak pohon Pas mau masuk disambut dgn satpam yang sangat informatif untuk menjelaskan paket tour yang haru",,,negative,0.991,negative,0.96,negative,0.753,neutral,0.909,negative,0.929,neutral,0.497,negative,0.99,negative,0.995,negative,0.972,negative,0.685,,,"facilities, price, service, accessibility, scenery, atmosphere, food, crowd, photo_spot, historical_value",facilities:negative; price:negative; service:negative; accessibility:negative; scenery:negative; atmosphere:negative; food:neutral; crowd:negative; photo_spot:neutral; historical_value:negative,10
Museum Ullen Sentalu,Jhonsi P Purba,5,"Kami datang ketempat ini secara rombongan dan ini termasuk salah satu agenda jalan-jalan kami di Jogjakarta. Ullen Sentalu adalah museum yang terletak di Kaliurang di kaki Gunung Merapi. Museum budaya yang menjelaskan kehidupan para bangsawan dinasti Mataram (baik di Jogyakarta maupun Surakarta) atau sejarah keraton. Pengunjung museum dilarang untuk meliput, merekam dan memphoto selama mengikuti tur ini. Pengunjung akan dipandu oleh seorang staf pramuwisata dari museum yang akan menjelaskan semu",,,neutral,0.719,neutral,0.691,,,negative,0.734,neutral,0.752,,,neutral,0.846,,,neutral,0.875,,,,,"price, accessibility, scenery, food, crowd, historical_value",price:neutral; accessibility:neutral; scenery:neutral; food:negative; crowd:neutral; historical_value:neutral,6
Museum Ullen Sentalu,Nanda Daru,5,"Tiket masuk bervariasi range 50k-100k, waktu masuk berkelompok dan ditemani guide yang menjelaskan asal usul dan sejarahnya. Guide nya ramah dan sangat informatif, saya tipikal orang yang penasaran, jadi ada beberapa kali bertanya, dijawab dengan baik dan ramah oleh guidenya. Ketika tur dimulai dilarang menggunakan handphone (tidak boleh memotret didalam museum), tapi ketika tur selesai bisa berfoto diarea luar museum",,,,,,,,,,,,,,,neutral,0.869,,,neutral,0.977,positive,0.547,,,"price, service, historical_value",price:neutral; service:positive; historical_value:neutral,3
Museum Ullen Sentalu,maretha embunsari,5,"senang sekali ke museum ini. suasananya tenang, nyaman, banyak pohon-pohon rindang. tourguide nya bener-bener informatif, ceria, seru banget dengerin ceritanya. koleksinya bagus-bagus, ruangannya terawat semuanya. tidak boleh dokumentasi selama tour tapi ga masalah karena sangat menikmati tournya. sayang waktu selesai tournya di luar hujan jadi ga bisa banyak foto2 di tempat yang diperbolehkan huhu",negative,0.997,,,negative,0.997,negative,0.997,,,,,negative,0.996,negative,0.998,,,,,,,,,"cleanliness, scenery, atmosphere, photo_spot, historical_value",cleanliness:negative; scenery:negative; atmosphere:negative; photo_spot:negative; historical_value:negative,5
Museum Ullen Sentalu,mocna zenska,5,"museum ullen sentalu merupakan salah satu museum yang ada di yogyakarta tepatnya di kaliurang. lokasinya yang berada di kaki gunung merapi sehingga membuat suasana museum jadi lebih adem dan tenang. jujur aku suka sama suasananyaa dan sambutan oleh staff nya. dari mulai penjaga tiket sampe ke tour guide nya. jadi setelah memilih mau tour yg mana dan membeli tiket, nanti kita bakalan diminta untuk tunggu biar jumlah orangnya pas. kalo nggak salah inget, aku barengan sama 10/11 orang. nggak lama k",,,,,negative,0.997,negative,0.996,,,neutral,0.901,negative,0.609,neutral,0.917,,,negative,0.996,negative,0.961,,,"price, service, scenery, atmosphere, crowd, photo_spot, historical_value",price:negative; service:negative; scenery:negative; atmosphere:negative; crowd:neutral; photo_spot:negative; historical_value:neutral,7
