destination,username,stars,original_text,analysis_status,scenery_sentiment,scenery_evidence,cleanliness_sentiment,cleanliness_evidence,facilities_sentiment,facilities_evidence,price_sentiment,price_evidence,atmosphere_sentiment,atmosphere_evidence,historical_value_sentiment,historical_value_evidence,food_sentiment,food_evidence,photo_spot_sentiment,photo_spot_evidence,crowd_sentiment,crowd_evidence,service_sentiment,service_evidence,accessibility_sentiment,accessibility_evidence,safety_sentiment,safety_evidence,aspects_detected,aspect_sentiments,num_aspects,overall_sentiment
Makam Raja-Raja Imogiri,Black Bird,5,"Komplek makam raja mataram Jogja dan Surakarta. Untuk mencapai makam pengunjung harus menaiki anak tanggga yang cukup banyak atau naik ojek dengan ongkos 10.000 sekali jalan. Setelah sampai gapura makam pengunjung yang ingin masuk lebih dekat harus mengikuti aturan tertentu. Pakaian khusus khas jawa dan lain-lain. Makam dibuka jam tertentu sesuai jadwal, jadi tidak buka 24 jam.",success,,,,,,,positive,seharga 10.000 sekali jalan,,,positive,Komplek makam raja mataram Jogja dan Surakarta,,,,,,,,,negative,mencapai makam pengunjung harus menaiki anak tanggga yang cukup banyak,,,"historical_value, accessibility, price",historical_value:positive; accessibility:negative; price:positive,3,positive
Makam Raja-Raja Imogiri,Julius Caesar Yoma Pratama,5,"Cocok untuk lebih memahami sejarah tentang kasultanan (dari sultan agung hingga yang sekarang hb ke sepuluh). Oh iya yang mau cari sarapan, cobain bubur yang paling deket sama pintu parkir enakk dan juga ngenyangin. Kalau malem cobain angkringan yang dekat dengan jembatan kecill.",success,,,,,,,,,,,positive,kasultanan (dari sultan agung hingga yang sekarang hb ke sepuluh),positive,angkringan yang dekat dengan jembatan kecill,,,,,,,,,,,"historical_value, food, food",historical_value:positive; food:positive; food:positive,3,positive
Makam Raja-Raja Imogiri,Ayub Abd Rahman,5,"Bagus banget tempatnya bersih dan rapi. Kalau mau kesini harus siapin tenaga karena anak tangganya banyak banget dan curam. Tapi pemandangan nya bagus. Masuknya gratis, hanya bayar parkir atau sumbang uang perawatan seikhlasnya",success,positive,bagus,positive,bersih,,,positive,gratis,,,,,,,,,,,,,negative,banyak anak tangganya,,,"scenery, cleanliness, accessibility, price",scenery:positive; cleanliness:positive; accessibility:negative; price:positive,4,positive
Makam Raja-Raja Imogiri,Tri_pujo11,5,"keren, tempat cocok untuk berziarah dan belajar sejarah",success,,,,,,,,,,,positive,"keren, tempat cocok untuk berziarah dan belajar sejarah",,,,,,,,,,,,,historical_value,historical_value:positive,1,positive
Makam Raja-Raja Imogiri,Dewa Jaya Laksono,5,foto 2020 dlu sering kesini untuk olahraga,success,,,,,,,,,,,,,,,positive,foto,,,,,,,,,photo_spot,photo_spot:positive,1,positive
Makam Raja-Raja Imogiri,Rini Tri,5,"Dari parkiran menuju tangga agak jauh tp banyak ojek untuk yg susah naiknya. Berhitung dr tangga bawah sampai atas ga bs pas. Tempatnya luas ya, yg mau kulineran disini menu andalan pecel+wedang uwuh. Ada tempat yg sejuk jg dpinggir parit. Bagi yg mau masuk ke makam raja wajib ganti baju pakaian adat jawa, ada persewaan di atas @ 15k",success,positive,luas,,,,,,,positive,ada tempat yg sejuk,,,positive,menu andalan pecel+wedang uwuh,,,,,positive,ada persewaan di atas @ 15k,,,,,"scenery, food, atmosphere, service",scenery:positive; food:positive; atmosphere:positive; service:positive,4,positive
Makam Raja-Raja Imogiri,Wynnie Safira,5,"Warisan dari raja Majapahit yang masih di lestarikan sampai sekarang. Semoga para tetuah / relawan yang mengabdikan diri mengurus. Selalu diberikan kesehatan, panjang umur, dan rezeki yang berlimpah aamiin",success,,,,,,,,,,,positive,Warisan dari raja Majapahit yang masih di lestarikan sampai sekarang,,,,,,,,,,,,,historical_value,historical_value:positive,1,positive
Makam Raja-Raja Imogiri,Asti Fani,5,"Masya Allah akhir nya bisa ziaroh ke makam Raja Raja Imogiri, semoga arwah2 nya husnul khotimah dan di tempat di surga terbaik aamiin Untuk menuju makam menempuh kurleb 30-40menit kalau jalan kaki kurleb 454 anak tangga sungguh melelahkan bukan? Jadi ada solusi lain untuk naik ojek ges, ya hitung2 bantu perekonomian warlok gpp kan? Murah kok tarif ojek nya 10k dan rata2 itu supir nya ibu2 semua masya Allah keren👍 Jangan lupa kalau pas naik ojek pegangan ya ges, ngebut bangetttt supir nyaa wkwk m",success,positive,Masya Allah akhir nya bisa ziaroh ke makam Raja Raja Imogiri,,,,,positive,Murah kok tarif ojek nya 10k,positive,"vibe-nya dapet, kontennya juga dapet",,,,,,,,,positive,supir nya ibu2 semua masya Allah keren,negative,kurleb 30-40menit kalau jalan kaki kurleb 454 anak tangga,,,"scenery, accessibility, price, service, atmosphere",scenery:positive; accessibility:negative; price:positive; service:positive; atmosphere:positive,5,positive
Makam Raja-Raja Imogiri,Arista Homestay Guesthouse Jogja Jakal Jl Kaliurang,5,"Perlu perjuangan naik tangga dari bawah. Jika malas naik tangga.. ada ojek motor yang bisa mengantar sampai mendekati komplek, sekali jalan 10-15rb. Sejarah jaman kerajaan: PB di bagian barat. Sultanagung di bagian tengah. HB di bagian timur. Tempat nya lumayan bersih. Jika ingin masuk.. pastikan jadwal daluhu. Karena tidak setiap hari buka. Sewa pakaian jawa 15rb. Ada beberapa penjual makanan kecil dan minuman dengan harga wajar..",success,positive,tempat nya lumayan bersih,,,,,,,,,positive,Sejarah jaman kerajaan,,,,,,,positive,ada beberapa penjual makanan kecil dan minuman dengan harga wajar,,,,,"historical_value, scenery, service",historical_value:positive; scenery:positive; service:positive,3,positive
Makam Raja-Raja Imogiri,Afiqul Adib,5,"Parkir ada. Toilet ada. Masjid ada. Yang gak ada cuma harapanmu memilikinya 😆 Cukup menyenangkan. Salah satu tempat sakral di Jogja yg tak boleh dilewatkan adalah Makam raja-raja Imogiri. Yah, untuk sampai ke sini memang harus menaklukkan ratusan anak tangga, yang bagi orang berlemak seperti saya cukup melelahkan. Oiya, di dalem makam nggak boleh ambil gambar. Dan harus pakek baju ginian sih. Jadi, selain vibe-nya dapet, kontennya juga dapet 😆 oke sipz",success,positive,Cukup menyenangkan,,,,,,,,,,,,,,,,,positive,ada masjid ada,,,,,"scenery, service",scenery:positive; service:positive,2,positive
Makam Raja-Raja Imogiri,Agus Junaidi08,5,"Gowes pertama kali tekan kene lur ben ngerti tempat makam raja"" mataram imogiri",success,,,,,,,,,,,,,,,positive,Gowes pertama kali tekan kene lur ben ngerti tempat makam raja,,,,,,,,,photo_spot,photo_spot:positive,1,positive
Makam Raja-Raja Imogiri,Judy Gunawan,5,Makam raja2 trah kerajaan Mataram yang dibangun oleh Sultan Agung. Cukup menguras fisik karena tempatnya hrs melalui anak tangga yg cukup banyak dan posisinya cukup menanjak dg kemiringan hampir 45°. Tapi tempatnya cukup rindang tidak panas sebab banyak pepohonan. Jika haus atau lapar tenang aja krn ada bbrp mbok penjual makanan dan minuman.,success,positive,cukup rindang tidak panas sebab banyak pepohonan,,,,,,,,,,,positive,ada bbrp mbok penjual makanan dan minuman,,,,,positive,ada bbrp mbok penjual makanan dan minuman,,,,,"scenery, food, service",scenery:positive; food:positive; service:positive,3,positive
Makam Raja-Raja Imogiri,Soneo,5,"kompleks makam Raja-Raja Mataram Islam beserta keturunannya, yaitu raja-raja yang bertahta di Kasunanan Surakarta dan Kasultanan Yogyakarta. Kesini niat dari rumah memang mau wisata religi sekalian ziarah. Untuk tempatnya luas, saat masuk akan disuguhi anak tangga sekitar 400an. Ada penjual makanan di pinggir an dan diatas jadi tidak perlu khawatir jika tidak bawa minum. Khusus untuk makam sultan agung hanya sampai jam 1 dan jika mau ke makamnya wajib pakai setelan adat jawa pakai blangkon dan t",success,positive,luas,neutral,tidak perlu khawatir jika tidak bawa minum,positive,disediakan pakaiannya,positive,sewa kalau tidak salah sekitar 15k,positive,tidak boleh mengambil foto jadi hanya bisa foto diluar saja,positive,kompleks makam Raja-Raja Mataram Islam beserta keturunannya,,,,,neutral,tidak perlu khawatir jika tidak bawa minum,,,,,,,"historical_value, scenery, cleanliness, facilities, price, crowd, atmosphere",historical_value:positive; scenery:positive; cleanliness:neutral; facilities:positive; price:positive; crowd:neutral; atmosphere:positive,7,positive
Makam Raja-Raja Imogiri,Mayang,5,"Makam raja-raja yang katanya banyak dikunjungi para pejabat atau orang-orang besar lainnya ketika mempunyai mempunyai hajat tertentu. Antara makam raja satu dengan raja yang lain dipisahkan dan ditandai dengan gapura besar. Untuk bisa masuk ke gapura atau makam raja tertentu, pengunjung harus memenuhi syarat diantara bagi pengunjung perempuan harus mengenakan pakaian jawa berupa kemben tanpa tambahan pakaian lain seperti jilbab. Bagi pengunjung berhijab yang tidak bersedia mengenakan kemben tida",success,positive,Antara makam raja satu dengan raja yang lain dipisahkan dan ditandai dengan gapura besar,neutral,tidak boleh masuk ke gapura dan hanya bisa berkeliling di area komplek makam,neutral,tidak boleh masuk ke gapura dan hanya bisa berkeliling di area komplek makam,neutral,tidak boleh masuk ke gapura dan hanya bisa berkeliling di area komplek makam,,,positive,Makam raja-raja yang katanya banyak dikunjungi para pejabat atau orang-orang besar lainnya ketika me,,,,,,,,,,,,,"historical_value, scenery, cleanliness, facilities, price",historical_value:positive; scenery:positive; cleanliness:neutral; facilities:neutral; price:neutral,5,positive
Makam Raja-Raja Imogiri,rahmat mulyadi,5,"Tempat peristirahatan Raja-raja Mataram baik dari kesunanan surakarta maupun kesultanan yogyakarta.. Kalau masuk dari gerbang utama pengunjung harus naik setidaknya ada 550 anak tangga.. Kalau mau bypass langsung ke komplek makam bisa lewat gerbang selatan pake kendaraan cuma aksesnya lumayan terjal berbatu.. Di niatkan bersilaturahmi jangan ada embel-embel meminta dunia.., insyaallah berkah...",success,positive,Tempat peristirahatan Raja-raja Mataram baik dari kesunanan surakarta maupun kesultanan yogyakarta,neutral,tidak ada embel-embel meminta dunia,neutral,tidak ada embel-embel meminta dunia,neutral,tidak ada embel-embel meminta dunia,,,,,,,,,,,,,,,,,"scenery, cleanliness, facilities, price",scenery:positive; cleanliness:neutral; facilities:neutral; price:neutral,4,positive
Makam Raja-Raja Imogiri,Annisa Rizky Madina,5,"Kesini hari Rabu pagi, jadi tutup. Karena memang mau sekalian olahraga, jadi naik tangga meskipun ga sampai makam. Ada ojek motor 10k.",success,positive,naik tangga meskipun ga sampai makam,,,positive,ada ojek motor 10k,positive,ada ojek motor 10k,,,,,,,,,,,,,,,,,"scenery, facilities, price",scenery:positive; facilities:positive; price:positive,3,positive
Makam Raja-Raja Imogiri,Aruna Jauharil,5,Parkir luas dan ada masjid di pintu masuk. Kita harus menaiki beberapa tangga buat sampai di atas. Harus siap bawa minum karena naik tangga lumayan melelahkan. Ada beberapa penjual di sepanjang jalan menuju makam. Lebih baik datang ke sini waktu pagi karena kalau siang terasa panas sekali. Jadwal tutup makam kurang lebih jam 1 kalau mau masuk ke dalam.,success,positive,parkir luas,neutral,naik tangga lumayan melelahkan,positive,ada masjid di pintu masuk,neutral,tidak ada embel-embel meminta dunia,,,,,,,,,,,,,,,,,"scenery, facilities, cleanliness, price",scenery:positive; facilities:positive; cleanliness:neutral; price:neutral,4,positive
Makam Raja-Raja Imogiri,Lantang,1,"Terlalu banyak pungli, aku kesana buat ziarah dan emang tradisi keluarga sebagai keturunan kami membawa pasangan atau calon pasangan kesana untuk berziarah dan memperkenalkan member baru. Tapi pas sampe sana kakehan pungli kakehan dicegat dijaluki duit. Hitung aja misal setiap berhenti ngasih 10ribu sampe 20 ribu dan ada 7- 10 kali orang nyegak dan mintain duit buat lanjutin ke makamnya. Minimal megang uang pecahan total 100-200. Aku nanya nanya orang sana katanya itu bukan petugas dinas pariwis",success,,,,,,,negative,hitung aja misal setiap berhenti ngasih 10ribu sampe 20 ribu dan ada 7- 10 kali orang nyegak dan min,,,negative,pungli,,,,,,,negative,"gak ramah sok galak, jutek, sok serem",,,,,"historical_value, service, price",historical_value:negative; service:negative; price:negative,3,negative
Makam Raja-Raja Imogiri,anisa wahyuningsih,5,bagus. pernah ke sini untuk lari pagi,success,positive,bagus,,,,,,,,,,,,,,,,,,,,,,,scenery,scenery:positive,1,positive
Makam Raja-Raja Imogiri,mohamad amarudin,5,Finally akhir kesini juga setelah udh rencana lama pas kuliah di Semarang dan setelah domisili di Jogya. Makam Raja Mataram termasuk sultan Agung raja yg membawa Kesultanan Mataram Islam Ke Puncak kejayaannya,success,,,,,,,,,,,positive,Makam Raja Mataram termasuk sultan Agung raja yg membawa Kesultanan Mataram Islam Ke Puncak kejayaan,,,,,,,,,,,,,historical_value,historical_value:positive,1,positive
Makam Raja-Raja Imogiri,Ridwan hasani,5,"Makam Raja Pajimatan Imogiri terletak di Dusun Pajimatan, Girirejo, Imogiri, Bantul. Posisi makam ini terletak sekitar 17 kilometer sebelah selatan pusat kota Yogyakarta. Letak kompleks makam ini berada di puncak Bukit Merak dengan ketinggian 85 meter di atas permukaan air laut. Letak makam yang berada di puncak bukit menjadikan tempat ini memiliki pemandangan yang indah. Kompleks Makam Pajimatan Imogiri ini merupakan makam-makam dari raja keturunan Mataram mulai dari masa Mataram Islam hingga m",success,positive,Letak makam yang berada di puncak bukit menjadikan tempat ini memiliki pemandangan yang indah,,,,,,,,,positive,Kompleks Makam Pajimatan Imogiri ini merupakan makam-makam dari raja keturunan Mataram mulai dari ma,,,,,,,,,,,,,"historical_value, scenery",historical_value:positive; scenery:positive,2,positive
Makam Raja-Raja Imogiri,Aep Hendra,5,Alhamdulillah ga nyesel Gayy nongkrong di PALUM POINT & sdh mencoba makananya dng tempatnya yang antik pasti betaahhh...😘👍👍👍 …,success,positive,PALUM POINT,,,,,,,,,,,positive,makananya dng tempatnya yang antik pasti betaahhh,,,,,,,,,,,"scenery, food",scenery:positive; food:positive,2,positive
Makam Raja-Raja Imogiri,Mr. Abs,5,"Untuk masuk ke dalam makam dengan menyewa pakaian adat 15rb Dan di buka dari jam 10.00 - 12.30 Jadi datang tepat waktu jika ingin memasuki makam raja raja. Berikut yang ada di kompleks pemakaman raja raja : - pasar wisata - parkir motor - parkir bis - parkir mobil - masjid kuno yang yang bisa buat beribadah - naik tangga yang cukup tinggi untuk sampai atas - penjual minuman yang ramah baik dan murah Nah, karena di sini harus naik tangga cukup tinggi, kita kalau beli minum di penjual di atas saja",success,positive,pemandangan di balik makam sangat indah,positive,bersih,positive,"pasar wisata, parkir motor, parkir bis, parkir mobil, masjid kuno, penjual minuman",positive,15rb,,,,,,,,,,,positive,ramah baik dan murah,,,,,"price, cleanliness, scenery, facilities, service",price:positive; cleanliness:positive; scenery:positive; facilities:positive; service:positive,5,positive
Makam Raja-Raja Imogiri,niessaa a,5,"Letaknya ada di imogiri , kurang lebih 25 dari kota jogja . Disini tempat makam para raja / sultan HB jogja .. tempatnya sejuk asri . Saya kesini kebetulan untk olahraga , bukan untk ziarah . Akses ke makam menggunakan tangga . Anak tanggany banyak dan curam . Kalo pagi banyak untk olahrraga . Kalo hr libur di parkiran ada org jual bubur dan aneka sarapan . Tp kalo hr biasa bisa parkir sampai atas .. tidak perlu membayar tiket masuk . Tp ada dana keikhlasan pengelolaaan sampaah ya. Bayar seikhla",success,positive,tempatnya sejuk asri,,,,,,,,,,,,,,,,,positive,ramah baik dan murah,,,,,"scenery, service",scenery:positive; service:positive,2,positive
Makam Raja-Raja Imogiri,calon sastrawan,5,"Klo mau ziarah,gausah khawatir ga kuat naik,karna sudah ada ojek yg bisa nganter smpek atas. Tp klo kuat n mau olahraga,silahkan pake tangga. Jumlahnya 442 diitung dr masjid smpek pertigaan. (Sumber: mbah² putri)",success,,,,,,,,,,,,,,,,,,,positive,ramah baik dan murah,positive,ojek yg bisa nganter smpek atas,,,"accessibility, service",accessibility:positive; service:positive,2,positive
Makam Raja-Raja Imogiri,nur kholis,5,"Lingkungan masih sangat asri,bersih,luas,pemandangan di balik makam sangat indah ada gunung merapi,merbabu, sindoro sumbing sangat kelihatan jelas ketika di pagi hari",success,positive,pemandangan di balik makam sangat indah,positive,bersih,positive,"pasar wisata, parkir motor, parkir bis, parkir mobil, masjid kuno, penjual minuman",,,,,,,,,,,,,positive,ramah baik dan murah,,,,,"scenery, cleanliness, facilities, service",scenery:positive; cleanliness:positive; facilities:positive; service:positive,4,positive
Makam Raja-Raja Imogiri,Indah lestari Ningsih,5,"Parkir motor sm mobil terpisah, Untuk sampai ke makam atas harus melewati tangga2 yg entah jumlahnya, karena stiap menghitung selalu lupa, banyak yg memanfaatkan buat olga",success,,,,,positive,parkir motor sm mobil terpisah,,,,,,,,,,,,,positive,ramah baik dan murah,,,,,"facilities, service",facilities:positive; service:positive,2,positive
Makam Raja-Raja Imogiri,Dony Ari Wibowo,5,"Pasareyan makam makam Raja di Imogiri Lumayan untuk refleksi diri membangun karakter spiritual dan wisata religi dan tradisi budaya, hati jadi tenang nyaman. Dan ditambah udara yg sejuk menyehatkan serta pelayanan juru kunci dan abdi abdi di tempat pemakaman serta para penjual warga sekitar yg ramah santun.. terima kasih atas pelayanannya.",success,,,positive,bersih,,,,,positive,Lumayan untuk refleksi diri membangun karakter spiritual dan wisata religi dan tradisi budaya,,,,,,,,,positive,ramah baik dan murah,,,,,"atmosphere, cleanliness, service",atmosphere:positive; cleanliness:positive; service:positive,3,positive
